label,label_id,source_file,source_path,take_id,target_mac,source_format,window_start,window_end,packet_count,duration,packet_rate,rssi_mean,rssi_std,rssi_min,rssi_max,rssi_range,rssi_median,rssi_q25,rssi_q75,rssi_iqr,rssi_diff_mean,rssi_diff_abs_mean,rssi_diff_std,rssi_diff_max_abs,len_mean,len_std,len_min,len_max,count_gap_mean,count_gap_std,count_gap_max,time_gap_mean,time_gap_std,time_gap_max
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283628.521734,1777283633.521734,21,3.5873100757598877,5.853968448922454,-80.85714285714286,0.7095078297976829,-82.0,-80.0,2.0,-81.0,-81.0,-80.0,1.0,0.0,0.6,0.7745966692414834,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.17936550378799437,0.13828917989989106,0.48385190963745117
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283644.806997,1777283649.806997,24,4.717702865600586,5.087221616901192,-84.5,1.0801234497346435,-86.0,-82.0,4.0,-85.0,-85.0,-84.0,1.0,0.043478260869565216,1.2608695652173914,1.5457729421418416,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.20511751589567764,0.1676602299572397,0.674483060836792
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283647.306997,1777283652.306997,24,4.841895818710327,4.9567361419173555,-83.79166666666667,1.039998664529057,-86.0,-82.0,4.0,-84.0,-85.0,-83.0,2.0,0.043478260869565216,1.173913043478261,1.4589531943967406,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21051720950914465,0.17373203973304258,0.7526850700378418
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283649.806997,1777283654.806997,23,4.365653038024902,5.268398519000402,-83.1304347826087,0.9465887416120539,-85.0,-81.0,4.0,-83.0,-84.0,-82.5,1.5,0.045454545454545456,1.0454545454545454,1.3306619243913134,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19843877445567737,0.1409265089147273,0.48044490814208984
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283652.306997,1777283657.306997,23,4.788134336471558,4.803541083801132,-82.73913043478261,1.0307190948808433,-84.0,-81.0,3.0,-83.0,-84.0,-82.0,2.0,0.13636363636363635,1.1363636363636365,1.391384351364906,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21764246983961624,0.13745218820819505,0.5066299438476562
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283654.806997,1777283659.806997,19,4.5675318241119385,4.159795866051607,-83.57894736842105,1.6324276230811394,-87.0,-81.0,6.0,-84.0,-85.0,-82.0,3.0,-0.16666666666666666,1.3888888888888888,1.740051084818425,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2537517680062188,0.22370474352416747,0.8936281204223633
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283657.306997,1777283662.306997,19,4.765776872634888,3.9867581944715216,-84.36842105263158,1.8697178598243804,-87.0,-81.0,6.0,-85.0,-86.0,-83.0,3.0,0.1111111111111111,1.5555555555555556,1.9688939051854832,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2647653818130493,0.2654036346491256,0.8936281204223633
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283659.806997,1777283664.806997,21,3.9659247398376465,5.295108046064353,-84.14285714285714,1.7804684853180872,-88.0,-81.0,7.0,-84.0,-85.0,-83.0,2.0,0.1,1.5,1.9209372712298547,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.1982962369918823,0.1663150245764241,0.6448769569396973
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283662.306997,1777283667.306997,12,4.659012079238892,2.575653335065049,-84.33333333333333,1.247219128924647,-88.0,-83.0,5.0,-84.0,-84.25,-84.0,0.25,-0.09090909090909091,1.1818181818181819,1.7296634173127678,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.42354655265808105,0.7551326217580369,2.7901771068573
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283664.806997,1777283669.806997,14,2.968669891357422,4.715916727810552,-84.28571428571429,1.2205719636167902,-86.0,-81.0,5.0,-85.0,-85.0,-84.0,1.0,-0.07692307692307693,1.0,1.4915938022819475,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.22835922241210938,0.18367040372602234,0.6682350635528564
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283667.306997,1777283672.306997,21,4.084374904632568,5.1415456441526555,-83.85714285714286,1.1664236870396087,-86.0,-81.0,5.0,-84.0,-85.0,-83.0,2.0,0.1,1.0,1.374772708486752,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.20421874523162842,0.14070345223719233,0.5206151008605957
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283669.806997,1777283674.806997,18,4.419393062591553,4.072957472907992,-83.44444444444444,0.5983516452371671,-84.0,-82.0,2.0,-83.5,-84.0,-83.0,1.0,-0.058823529411764705,0.7647058823529411,0.8724939396583133,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2599642977995031,0.1774264449058245,0.599078893661499
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283672.306997,1777283677.306997,14,4.056386232376099,3.451347874188809,-83.78571428571429,0.6738557951469003,-85.0,-83.0,2.0,-84.0,-84.0,-83.0,1.0,0.0,0.7692307692307693,0.8770580193070292,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.3120297101827768,0.19759187404209544,0.6159422397613525
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283674.806997,1777283679.806997,18,4.648329019546509,3.8723592767011317,-83.66666666666667,1.0,-85.0,-81.0,4.0,-84.0,-84.0,-83.0,1.0,0.11764705882352941,0.9411764705882353,1.3669352986614414,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.27343111879685345,0.2219719664908141,0.8878188133239746
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283677.306997,1777283682.306997,18,4.4847471714019775,4.0136041814756345,-83.61111111111111,1.0076865081787252,-85.0,-81.0,4.0,-84.0,-84.0,-83.0,1.0,-0.058823529411764705,0.8823529411764706,1.3490994048446723,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2638086571412928,0.26427607298518624,1.0481040477752686
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283679.806997,1777283684.806997,15,3.851651906967163,3.8944329244464826,-84.66666666666667,1.398411797560202,-88.0,-82.0,6.0,-85.0,-85.0,-84.0,1.0,0.07142857142857142,0.9285714285714286,1.279748061940637,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.27511799335479736,0.2338653880458674,0.7688279151916504
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283682.306997,1777283687.306997,22,4.481165170669556,4.909437425782915,-83.81818181818181,1.6688690682441651,-88.0,-81.0,7.0,-84.0,-85.0,-83.0,2.0,0.19047619047619047,1.2380952380952381,1.5620209016054023,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21338881765093123,0.12279104856763012,0.4231572151184082
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283684.806997,1777283689.806997,21,4.3724610805511475,4.802787174803842,-82.66666666666667,1.2084359562332876,-85.0,-81.0,4.0,-83.0,-84.0,-82.0,2.0,0.1,1.4,1.8138357147217055,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21862305402755738,0.1184451108644769,0.5119543075561523
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283687.306997,1777283692.306997,21,4.944288015365601,4.247325385320858,-83.04761904761905,1.7855555485002546,-86.0,-80.0,6.0,-83.0,-85.0,-81.0,4.0,0.2,1.5,2.0639767440550294,5.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.24721440076828002,0.22487006214582433,0.8270871639251709
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283689.806997,1777283694.806997,20,4.8032190799713135,4.163874199158837,-83.5,1.91049731745428,-87.0,-80.0,7.0,-84.0,-85.0,-81.75,3.25,0.10526315789473684,1.4736842105263157,2.0999934045536848,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2528010042090165,0.2762026749370297,1.0151770114898682
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283692.306997,1777283697.306997,18,3.9403271675109863,4.568148591420185,-84.61111111111111,1.7364999564541983,-87.0,-81.0,6.0,-85.0,-86.0,-83.25,2.75,-0.29411764705882354,1.2352941176470589,1.8395877377778693,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23178395103005803,0.1525533109549351,0.5108683109283447
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283694.806997,1777283699.806997,17,3.693272113800049,4.60296438393447,-85.17647058823529,0.9226110083151836,-86.0,-83.0,3.0,-85.0,-86.0,-85.0,1.0,0.0625,0.9375,1.3448396744593758,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23082950711250305,0.15996404553889942,0.5108683109283447
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283697.306997,1777283702.306997,17,4.7916810512542725,3.547815436411418,-84.3529411764706,0.903664205631601,-86.0,-82.0,4.0,-84.0,-85.0,-84.0,1.0,0.0,1.0,1.3228756555322954,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.29948006570339203,0.27730180878064875,1.2360568046569824
1_moving,2,1_moving_04.csv,./1_moving/1_moving_04.csv,4,0EA06D7AA587,shifted,1777283699.806997,1777283704.806997,19,4.5072290897369385,4.215450251522254,-84.0,0.8583950752789521,-86.0,-82.0,4.0,-84.0,-84.0,-84.0,0.0,-0.1111111111111111,0.7777777777777778,1.1493422703098446,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2504016160964966,0.1208887641595521,0.5080759525299072
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283003.311027,1777283008.311027,27,4.978344917297363,5.4234892215258,-81.48148148148148,0.6307180135528296,-83.0,-81.0,2.0,-81.0,-82.0,-81.0,1.0,-0.038461538461538464,0.5769230769230769,0.8539847427374815,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19147480451143706,0.1617628224904891,0.5809500217437744
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283005.811027,1777283010.811027,26,4.782157897949219,5.436876103808668,-81.57692307692308,0.6890951102757276,-83.0,-80.0,3.0,-82.0,-82.0,-81.0,1.0,-0.04,0.52,0.7200000000000001,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19128631591796874,0.1501231327035475,0.5690720081329346
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283008.311027,1777283013.311027,22,4.577441692352295,4.806178096545988,-81.9090909090909,1.2759698952380183,-85.0,-79.0,6.0,-82.0,-82.75,-81.0,1.75,0.047619047619047616,1.1904761904761905,1.4630753805464016,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21797341392153785,0.1563019570628113,0.5690720081329346
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283010.811027,1777283015.811027,23,3.78049898147583,6.083852981497502,-81.69565217391305,1.26610606770096,-85.0,-79.0,6.0,-81.0,-82.0,-81.0,1.0,-0.045454545454545456,1.0454545454545454,1.4294713812287623,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.17184086279435593,0.12536441333512383,0.46171998977661133
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283013.311027,1777283018.311027,24,4.81878924369812,4.980504186064278,-81.70833333333333,0.7894706383956841,-83.0,-80.0,3.0,-82.0,-82.0,-81.0,1.0,-0.13043478260869565,0.6521739130434783,0.8994852550250956,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.20951257581296173,0.23935455825197188,1.1388630867004395
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283015.811027,1777283020.811027,23,4.193652868270874,5.484478740245221,-82.17391304347827,0.9161438045958904,-84.0,-80.0,4.0,-82.0,-83.0,-82.0,1.0,0.045454545454545456,0.7727272727272727,0.9759504797083586,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19062058492140335,0.17804834253587962,0.6634759902954102
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283018.311027,1777283023.311027,25,4.606441020965576,5.427183347451096,-82.24,1.1412274094149684,-84.0,-80.0,4.0,-82.0,-83.0,-82.0,1.0,-0.041666666666666664,0.7083333333333334,0.9780578828587919,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19193504254023233,0.1740927925182868,0.6634759902954102
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283020.811027,1777283025.811027,25,4.464664936065674,5.599524344604089,-82.96,1.4277254638059798,-86.0,-80.0,6.0,-83.0,-84.0,-82.0,2.0,-0.041666666666666664,0.875,1.3378828631668602,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.18602770566940308,0.1678295668349862,0.7511050701141357
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283023.311027,1777283028.311027,25,4.571521997451782,5.468638237754359,-82.4,1.6492422502470643,-86.0,-80.0,6.0,-82.0,-84.0,-81.0,3.0,0.125,0.875,1.2686114456365274,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.1904800832271576,0.15956028580509823,0.7511050701141357
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283025.811027,1777283030.811027,20,4.696458101272583,4.258528356631281,-81.55,0.9205976319760986,-83.0,-80.0,3.0,-82.0,-82.0,-81.0,1.0,0.05263157894736842,0.6842105263157895,0.8869631340185642,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.24718200533013596,0.21286264847910277,0.7525379657745361
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283028.311027,1777283033.311027,17,4.507220029830933,3.7717262275828314,-82.23529411764706,0.7299808027053444,-83.0,-81.0,2.0,-82.0,-83.0,-82.0,1.0,0.0,0.625,0.8660254037844386,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2817012518644333,0.25139378026979226,0.9184560775756836
1_static,1,1_static_01.csv,./1_static/1_static_01.csv,1,0EA06D7AA587,shifted,1777283030.811027,1777283035.811027,20,4.71401309967041,4.242669584732028,-82.05,0.8046738469715541,-83.0,-81.0,2.0,-82.0,-83.0,-81.0,2.0,-0.05263157894736842,1.0,1.190916684103659,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2481059526142321,0.218343900662233,0.9184560775756836
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283050.4992378,1777283055.4992378,17,4.518261194229126,3.7625093524280904,-85.88235294117646,0.47058823529411764,-87.0,-85.0,2.0,-86.0,-86.0,-86.0,0.0,0.0,0.375,0.6123724356957945,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2823913246393204,0.17177865764724137,0.683143138885498
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283052.9992378,1777283057.9992378,13,4.624067783355713,2.811377473053785,-85.61538461538461,1.002954216185023,-87.0,-84.0,3.0,-86.0,-86.0,-85.0,1.0,0.25,0.5833333333333334,0.82915619758885,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.3853389819463094,0.3497698292973682,1.3510890007019043
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283055.4992378,1777283060.4992378,15,3.840904951095581,3.905329653034344,-84.66666666666667,0.9428090415820632,-87.0,-84.0,3.0,-84.0,-85.0,-84.0,1.0,0.21428571428571427,0.6428571428571429,0.860113898485164,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.27435035364968435,0.18334631028435847,0.6796019077301025
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283057.9992378,1777283062.9992378,21,4.840563058853149,4.33833827690604,-84.47619047619048,0.5870870479018073,-85.0,-83.0,2.0,-85.0,-85.0,-84.0,1.0,-0.05,0.65,0.8645808232895291,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.24202815294265748,0.1556640633231541,0.6796019077301025
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283060.4992378,1777283065.4992378,20,4.911954879760742,4.071698639254232,-84.5,0.7416198487095663,-86.0,-83.0,3.0,-85.0,-85.0,-84.0,1.0,-0.05263157894736842,0.8947368421052632,1.0989796325169001,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.25852394104003906,0.22396286705913263,1.0242071151733398
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283062.9992378,1777283067.9992378,17,4.915509939193726,3.458440774262467,-83.76470588235294,0.8764508485736081,-86.0,-83.0,3.0,-84.0,-84.0,-83.0,1.0,0.0,0.875,1.118033988749895,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.30721937119960785,0.2625014014998308,1.0242071151733398
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283065.4992378,1777283070.4992378,18,4.887895107269287,3.682566750098701,-83.44444444444444,0.6849348892187752,-85.0,-82.0,3.0,-83.0,-84.0,-83.0,1.0,0.058823529411764705,0.6470588235294118,0.9374927912064251,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2875232416040757,0.22602488636544102,0.7917897701263428
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283067.9992378,1777283072.9992378,13,4.712218761444092,2.7587853319475477,-83.38461538461539,0.737820234355803,-84.0,-82.0,2.0,-84.0,-84.0,-83.0,1.0,0.0,0.6666666666666666,0.9128709291752769,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.39268489678700763,0.29181133272419524,1.0801489353179932
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283070.4992378,1777283075.4992378,13,4.839147090911865,2.686423817208322,-83.15384615384616,0.532938710021193,-84.0,-82.0,2.0,-83.0,-83.0,-83.0,0.0,-0.08333333333333333,0.4166666666666667,0.6400954789890506,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.40326225757598877,0.27042133680030406,1.0801489353179932
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283072.9992378,1777283077.9992378,18,4.64829683303833,3.8723860903337393,-83.16666666666667,0.5,-84.0,-82.0,2.0,-83.0,-83.0,-83.0,0.0,0.0,0.5882352941176471,0.8401680504168059,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.27342922547284293,0.15451272145883735,0.690277099609375
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283075.4992378,1777283080.4992378,20,4.429484128952026,4.515198478593897,-83.2,0.6782329983125268,-84.0,-82.0,2.0,-83.0,-84.0,-83.0,1.0,0.05263157894736842,1.0,1.1458705819514339,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23313074362905403,0.1418050001879986,0.5622811317443848
1_static,1,1_static_02.csv,./1_static/1_static_02.csv,2,0EA06D7AA587,shifted,1777283077.9992378,1777283082.9992378,20,4.520476818084717,4.424312037169966,-83.2,0.6,-84.0,-82.0,2.0,-83.0,-84.0,-83.0,1.0,-0.10526315789473684,0.7368421052631579,0.9676198058342228,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23791983253077456,0.16189884992831877,0.5622811317443848
1_static,1,1_static_03.csv,./1_static/1_static_03.csv,3,0EA06D7AA587,shifted,1777283097.682742,1777283102.682742,14,4.782819986343384,2.9271434091132167,-80.0,0.5345224838248488,-81.0,-79.0,2.0,-80.0,-80.0,-80.0,0.0,0.0,0.6153846153846154,0.9607689228305228,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.3679092297187218,0.29532751541811947,0.927757740020752
1_static,1,1_static_03.csv,./1_static/1_static_03.csv,3,0EA06D7AA587,shifted,1777283100.182742,1777283105.182742,16,4.307651042938232,3.71432129495022,-79.9375,0.24206145913796356,-80.0,-79.0,1.0,-80.0,-80.0,-80.0,0.0,0.0,0.13333333333333333,0.3651483716701107,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2871767361958822,0.24430164345223407,0.8846011161804199
1_static,1,1_static_03.csv,./1_static/1_static_03.csv,3,0EA06D7AA587,shifted,1777283102.682742,1777283107.682742,20,4.439507961273193,4.505003746916191,-79.9,0.43588989435406733,-81.0,-79.0,2.0,-80.0,-80.0,-80.0,0.0,-0.05263157894736842,0.3684210526315789,0.6046908048987398,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2336583137512207,0.19739659998683134,0.7583889961242676
1_static,1,1_static_03.csv,./1_static/1_static_03.csv,3,0EA06D7AA587,shifted,1777283105.182742,1777283110.182742,17,4.840480089187622,3.512048327184238,-80.05882352941177,0.6389870877176598,-81.0,-79.0,2.0,-80.0,-80.0,-80.0,0.0,0.0,0.625,0.7905694150420949,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.3025300055742264,0.20140199210335838,0.6889557838439941
1_static,1,1_static_03.csv,./1_static/1_static_03.csv,3,0EA06D7AA587,shifted,1777283107.682742,1777283112.682742,19,4.524266004562378,4.1995762364193325,-80.15789473684211,0.5860804592452654,-81.0,-79.0,2.0,-80.0,-80.5,-80.0,0.5,0.05555555555555555,0.5,0.7049209744694178,1.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2513481113645766,0.19005181311510352,0.6756179332733154
