label,label_id,source_file,source_path,take_id,target_mac,source_format,window_start,window_end,packet_count,duration,packet_rate,rssi_mean,rssi_std,rssi_min,rssi_max,rssi_range,rssi_median,rssi_q25,rssi_q75,rssi_iqr,rssi_diff_mean,rssi_diff_abs_mean,rssi_diff_std,rssi_diff_max_abs,len_mean,len_std,len_min,len_max,count_gap_mean,count_gap_std,count_gap_max,time_gap_mean,time_gap_std,time_gap_max
1_moving,2,1_moving_02.csv,./1_moving/1_moving_02.csv,2,0EA06D7AA587,shifted,1777283577.03793,1777283582.03793,22,4.708324909210205,4.672574731825458,-80.86363636363636,0.8684078715701272,-83.0,-80.0,3.0,-81.0,-81.0,-80.0,1.0,-0.047619047619047616,1.0952380952380953,1.2526615655205622,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2242059480576288,0.12122739530974587,0.5471487045288086
1_moving,2,1_moving_02.csv,./1_moving/1_moving_02.csv,2,0EA06D7AA587,shifted,1777283579.53793,1777283584.53793,21,4.762986898422241,4.408998061060452,-81.61904761904762,1.2526615655205624,-84.0,-80.0,4.0,-81.0,-83.0,-81.0,2.0,-0.15,0.95,1.1521718621802912,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23814934492111206,0.15778333903930175,0.7214970588684082
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283598.521734,1777283603.521734,14,4.790783166885376,2.9222779475326988,-82.21428571428571,0.8601138984851638,-84.0,-81.0,3.0,-82.0,-83.0,-82.0,1.0,-0.15384615384615385,0.9230769230769231,1.0262818510866412,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.3685217820681058,0.3791333132842835,1.0421099662780762
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283601.021734,1777283606.021734,18,3.9749181270599365,4.5283951579938,-80.94444444444444,1.4326441064697364,-84.0,-79.0,5.0,-80.5,-81.75,-80.0,1.75,0.29411764705882354,1.0,1.3179621472004754,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23381871335646687,0.24453852136747786,1.0285720825195312
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283603.521734,1777283608.521734,24,4.600123882293701,5.21725079891396,-80.625,1.033299730636437,-83.0,-79.0,4.0,-80.5,-81.0,-80.0,1.0,0.043478260869565216,0.8260869565217391,1.1601447012283768,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.20000538618668265,0.12874293060818917,0.4685940742492676
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283606.021734,1777283611.021734,21,4.780351877212524,4.392982052242843,-80.9047619047619,0.8676603408708856,-82.0,-79.0,3.0,-81.0,-82.0,-80.0,2.0,-0.15,0.65,0.852936105461599,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2390175938606262,0.21644432639073657,1.0411150455474854
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283608.521734,1777283613.521734,21,4.811724901199341,4.364339281899859,-81.57142857142857,1.0942024088643862,-84.0,-80.0,4.0,-82.0,-82.0,-81.0,1.0,-0.05,0.75,1.023474474522936,2.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.24058624505996704,0.21999927747115877,1.0411150455474854
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283611.021734,1777283616.021734,21,4.216357946395874,4.980601805392428,-82.14285714285714,0.9404008408634048,-84.0,-81.0,3.0,-82.0,-83.0,-81.0,2.0,0.05,1.15,1.3955285736952863,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2108178973197937,0.11776403930758031,0.4599149227142334
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283613.521734,1777283618.521734,24,4.494884252548218,5.339403342009094,-81.375,1.1479147761629926,-84.0,-79.0,5.0,-81.0,-82.0,-81.0,1.0,-0.043478260869565216,1.2608695652173914,1.4589531943967406,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.19542975011079208,0.20406101697346668,1.0126299858093262
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283616.021734,1777283621.021734,22,4.572400093078613,4.811477463072861,-81.45454545454545,1.304790917673393,-84.0,-79.0,5.0,-81.0,-82.75,-80.25,2.5,-0.14285714285714285,1.2857142857142858,1.5822140691272524,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.21773333776564824,0.16477883127571835,0.6758532524108887
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283618.521734,1777283623.521734,17,4.70663595199585,3.6119215876025312,-82.52941176470588,1.0356951095093536,-84.0,-80.0,4.0,-83.0,-83.0,-82.0,1.0,-0.125,1.25,1.6153559979150107,4.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.2941647469997406,0.18350713510545516,0.6758532524108887
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283621.021734,1777283626.021734,19,4.708302974700928,4.035424249903307,-81.42105263157895,1.3500795093032274,-84.0,-80.0,4.0,-81.0,-83.0,-80.0,3.0,0.1111111111111111,1.0,1.286204100310025,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.26157238748338485,0.20993872293249244,0.7898309230804443
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283623.521734,1777283628.521734,20,4.191899061203003,4.771107249481418,-80.7,0.7810249675906654,-83.0,-80.0,3.0,-81.0,-81.0,-80.0,1.0,-0.05263157894736842,0.7894736842105263,1.0989796325169001,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.22062626637910543,0.15840635860747657,0.7000730037689209
1_moving,2,1_moving_03.csv,./1_moving/1_moving_03.csv,3,0EA06D7AA587,shifted,1777283626.021734,1777283631.021734,20,4.467099905014038,4.477177682449247,-80.95,0.8046738469715541,-83.0,-80.0,3.0,-81.0,-81.0,-80.0,1.0,0.0,0.8421052631578947,1.1239029738980326,3.0,128.0,0.0,128.0,128.0,1.0,0.0,1.0,0.23511052131652832,0.19577262234946344,0.8592228889465332
