pc_time,count,rssi,len,mac,esp_time
1565,339.0,128,0EA06D7AA587,2026-04-27T09:36:34.388835,-82
1566,339.0,128,0EA06D7AA587,2026-04-27T09:36:34.419759,-82
1567,339.0,128,0EA06D7AA587,2026-04-27T09:36:34.591278,-81
1568,339.0,128,0EA06D7AA587,2026-04-27T09:36:34.956912,-83
1569,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.103039,-82
1570,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.200279,-81
1571,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.413935,-82
1572,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.449427,-81
1573,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.542920,-82
1574,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.633328,-82
1575,340.0,128,0EA06D7AA587,2026-04-27T09:36:35.748823,-81
1576,341.0,128,0EA06D7AA587,2026-04-27T09:36:36.125754,-83
1577,341.0,128,0EA06D7AA587,2026-04-27T09:36:36.480558,-82
1578,341.0,128,0EA06D7AA587,2026-04-27T09:36:36.593562,-83
1579,341.0,128,0EA06D7AA587,2026-04-27T09:36:36.634111,-81
1580,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.052948,-81
1581,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.083761,-81
1582,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.254709,-81
1583,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.505977,-81
1584,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.536080,-83
1585,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.654097,-82
1586,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.757956,-81
1587,342.0,128,0EA06D7AA587,2026-04-27T09:36:37.869249,-82
1588,343.0,128,0EA06D7AA587,2026-04-27T09:36:38.271888,-81
1589,343.0,128,0EA06D7AA587,2026-04-27T09:36:38.370027,-82
1590,343.0,128,0EA06D7AA587,2026-04-27T09:36:38.544619,-82
1591,343.0,128,0EA06D7AA587,2026-04-27T09:36:38.682617,-82
1592,343.0,128,0EA06D7AA587,2026-04-27T09:36:38.875940,-82
1593,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.290349,-81
1594,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.397764,-82
1595,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.445534,-81
1596,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.602242,-82
1597,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.635282,-82
1598,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.734319,-82
1599,344.0,128,0EA06D7AA587,2026-04-27T09:36:39.809986,-81
1600,345.0,128,0EA06D7AA587,2026-04-27T09:36:40.197441,-82
1601,345.0,128,0EA06D7AA587,2026-04-27T09:36:40.225838,-82
1602,345.0,128,0EA06D7AA587,2026-04-27T09:36:40.649685,-81
1603,345.0,128,0EA06D7AA587,2026-04-27T09:36:40.678719,-82
1604,345.0,128,0EA06D7AA587,2026-04-27T09:36:40.786956,-82
1605,346.0,128,0EA06D7AA587,2026-04-27T09:36:41.248279,-82
1606,346.0,128,0EA06D7AA587,2026-04-27T09:36:41.366483,-81
1607,346.0,128,0EA06D7AA587,2026-04-27T09:36:41.467908,-81
1608,346.0,128,0EA06D7AA587,2026-04-27T09:36:41.701226,-81
1609,346.0,128,0EA06D7AA587,2026-04-27T09:36:41.837080,-81
1610,347.0,128,0EA06D7AA587,2026-04-27T09:36:42.296425,-82
1611,347.0,128,0EA06D7AA587,2026-04-27T09:36:42.366506,-82
1612,347.0,128,0EA06D7AA587,2026-04-27T09:36:42.885588,-82
1613,347.0,128,0EA06D7AA587,2026-04-27T09:36:42.917945,-81
1614,348.0,128,0EA06D7AA587,2026-04-27T09:36:43.344777,-81
1615,348.0,128,0EA06D7AA587,2026-04-27T09:36:43.393547,-82
1616,348.0,128,0EA06D7AA587,2026-04-27T09:36:43.494718,-81
1617,348.0,128,0EA06D7AA587,2026-04-27T09:36:43.813295,-82
1618,349.0,128,0EA06D7AA587,2026-04-27T09:36:44.120548,-83
1619,349.0,128,0EA06D7AA587,2026-04-27T09:36:44.981572,-81
1620,350.0,128,0EA06D7AA587,2026-04-27T09:36:45.445057,-82
1621,350.0,128,0EA06D7AA587,2026-04-27T09:36:45.548749,-81
1622,350.0,128,0EA06D7AA587,2026-04-27T09:36:45.643503,-82
1623,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.069407,-83
1624,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.172614,-81
1625,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.489063,-81
1626,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.518926,-82
1627,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.780978,-82
1628,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.960453,-81
1629,351.0,128,0EA06D7AA587,2026-04-27T09:36:46.989751,-82
1630,352.0,128,0EA06D7AA587,2026-04-27T09:36:47.073759,-81
1631,352.0,128,0EA06D7AA587,2026-04-27T09:36:47.188364,-82
1632,352.0,128,0EA06D7AA587,2026-04-27T09:36:47.295180,-82
1633,352.0,128,0EA06D7AA587,2026-04-27T09:36:47.992996,-81
1634,353.0,128,0EA06D7AA587,2026-04-27T09:36:48.216205,-82
1635,353.0,128,0EA06D7AA587,2026-04-27T09:36:48.310439,-82
1636,353.0,128,0EA06D7AA587,2026-04-27T09:36:48.588388,-81
1637,353.0,128,0EA06D7AA587,2026-04-27T09:36:48.714693,-81
1638,354.0,128,0EA06D7AA587,2026-04-27T09:36:49.048505,-81
1639,354.0,128,0EA06D7AA587,2026-04-27T09:36:49.078261,-81
1640,354.0,128,0EA06D7AA587,2026-04-27T09:36:49.230474,-81
1641,354.0,128,0EA06D7AA587,2026-04-27T09:36:49.334057,-82
1642,354.0,128,0EA06D7AA587,2026-04-27T09:36:49.644630,-81
1643,355.0,128,0EA06D7AA587,2026-04-27T09:36:50.092468,-82
1644,355.0,128,0EA06D7AA587,2026-04-27T09:36:50.977691,-81
1645,356.0,128,0EA06D7AA587,2026-04-27T09:36:51.276466,-82
1646,356.0,128,0EA06D7AA587,2026-04-27T09:36:51.346679,-82
1647,357.0,128,0EA06D7AA587,2026-04-27T09:36:52.781027,-82
1648,357.0,128,0EA06D7AA587,2026-04-27T09:36:52.810313,-81
1649,357.0,128,0EA06D7AA587,2026-04-27T09:36:52.919240,-82
1650,358.0,128,0EA06D7AA587,2026-04-27T09:36:53.233593,-81
1651,358.0,128,0EA06D7AA587,2026-04-27T09:36:53.262320,-82
1652,358.0,128,0EA06D7AA587,2026-04-27T09:36:53.847923,-81
1653,358.0,128,0EA06D7AA587,2026-04-27T09:36:53.939188,-81
1654,359.0,128,0EA06D7AA587,2026-04-27T09:36:54.048305,-80
