pc_time,count,rssi,len,mac,esp_time
1110,242.0,128,0EA06D7AA587,2026-04-27T09:34:57.916932,-82
1111,244.0,128,0EA06D7AA587,2026-04-27T09:34:59.257455,-81
1112,244.0,128,0EA06D7AA587,2026-04-27T09:34:59.300079,-81
1113,244.0,128,0EA06D7AA587,2026-04-27T09:34:59.469553,-82
1114,244.0,128,0EA06D7AA587,2026-04-27T09:34:59.553072,-82
1115,244.0,128,0EA06D7AA587,2026-04-27T09:35:00.033441,-82
1116,245.0,128,0EA06D7AA587,2026-04-27T09:35:00.277686,-82
1117,245.0,128,0EA06D7AA587,2026-04-27T09:35:00.509970,-81
1118,245.0,128,0EA06D7AA587,2026-04-27T09:35:00.686261,-83
1119,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.037768,-81
1120,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.303154,-82
1121,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.337239,-82
1122,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.713117,-81
1123,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.813848,-81
1124,246.0,128,0EA06D7AA587,2026-04-27T09:35:01.917604,-81
1125,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.085827,-82
1126,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.114337,-82
1127,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.228637,-81
1128,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.461899,-82
1129,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.636580,-82
1130,247.0,128,0EA06D7AA587,2026-04-27T09:35:02.845080,-83
1131,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.141026,-81
1132,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.244332,-82
1133,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.355435,-81
1134,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.468715,-81
1135,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.665055,-82
1136,248.0,128,0EA06D7AA587,2026-04-27T09:35:03.864862,-82
1137,249.0,128,0EA06D7AA587,2026-04-27T09:35:04.320464,-81
1138,249.0,128,0EA06D7AA587,2026-04-27T09:35:04.817273,-81
1139,249.0,128,0EA06D7AA587,2026-04-27T09:35:04.996651,-81
1140,250.0,128,0EA06D7AA587,2026-04-27T09:35:05.233381,-81
1141,250.0,128,0EA06D7AA587,2026-04-27T09:35:05.263582,-82
1142,250.0,128,0EA06D7AA587,2026-04-27T09:35:05.497209,-82
1143,251.0,128,0EA06D7AA587,2026-04-27T09:35:06.121191,-82
1144,252.0,128,0EA06D7AA587,2026-04-27T09:35:07.037615,-82
1145,252.0,128,0EA06D7AA587,2026-04-27T09:35:07.348910,-82
1146,252.0,128,0EA06D7AA587,2026-04-27T09:35:07.553457,-83
1147,252.0,128,0EA06D7AA587,2026-04-27T09:35:07.646320,-82
1148,252.0,128,0EA06D7AA587,2026-04-27T09:35:07.984035,-81
1149,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.084393,-81
1150,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.384402,-82
1151,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.414233,-81
1152,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.577966,-82
1153,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.677377,-81
1154,253.0,128,0EA06D7AA587,2026-04-27T09:35:08.988495,-81
1155,254.0,128,0EA06D7AA587,2026-04-27T09:35:09.436264,-81
1156,254.0,128,0EA06D7AA587,2026-04-27T09:35:09.465731,-81
1157,254.0,128,0EA06D7AA587,2026-04-27T09:35:09.558698,-82
1158,254.0,128,0EA06D7AA587,2026-04-27T09:35:10.021079,-82
1159,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.217483,-81
1160,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.331095,-83
1161,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.472781,-82
1162,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.502356,-82
1163,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.602386,-81
1164,255.0,128,0EA06D7AA587,2026-04-27T09:35:10.824577,-82
1165,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.062200,-82
1166,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.130241,-82
1167,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.231531,-82
1168,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.552055,-82
1169,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.582941,-81
1170,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.752915,-81
1171,256.0,128,0EA06D7AA587,2026-04-27T09:35:11.902124,-81
1172,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.120224,-82
1173,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.260822,-81
1174,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.360537,-81
1175,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.572645,-81
1176,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.601710,-82
1177,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.702228,-81
1178,257.0,128,0EA06D7AA587,2026-04-27T09:35:12.876697,-81
1179,258.0,128,0EA06D7AA587,2026-04-27T09:35:13.284721,-81
1180,258.0,128,0EA06D7AA587,2026-04-27T09:35:13.757025,-81
1181,258.0,128,0EA06D7AA587,2026-04-27T09:35:13.801520,-82
1182,259.0,128,0EA06D7AA587,2026-04-27T09:35:14.412741,-81
1183,259.0,128,0EA06D7AA587,2026-04-27T09:35:14.515275,-82
1184,259.0,128,0EA06D7AA587,2026-04-27T09:35:14.669239,-81
1185,259.0,128,0EA06D7AA587,2026-04-27T09:35:14.699055,-81
1186,259.0,128,0EA06D7AA587,2026-04-27T09:35:14.819860,-82
1187,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.045625,-81
1188,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.441174,-82
1189,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.536045,-81
1190,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.724218,-82
1191,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.853120,-81
1192,260.0,128,0EA06D7AA587,2026-04-27T09:35:15.948499,-82
1193,261.0,128,0EA06D7AA587,2026-04-27T09:35:16.312851,-81
1194,261.0,128,0EA06D7AA587,2026-04-27T09:35:16.461775,-82
1195,261.0,128,0EA06D7AA587,2026-04-27T09:35:16.557414,-82
1196,261.0,128,0EA06D7AA587,2026-04-27T09:35:16.609956,-82
1197,261.0,128,0EA06D7AA587,2026-04-27T09:35:16.759734,-81
1198,262.0,128,0EA06D7AA587,2026-04-27T09:35:17.592361,-82
1199,262.0,128,0EA06D7AA587,2026-04-27T09:35:17.848335,-81
1200,262.0,128,0EA06D7AA587,2026-04-27T09:35:17.986101,-82
1201,263.0,128,0EA06D7AA587,2026-04-27T09:35:18.409013,-81
