pc_time,count,rssi,len,mac,esp_time
6029,1343.0,128,0EA06D7AA587,2026-04-27T09:53:18.521734,-81
6030,1343.0,128,0EA06D7AA587,2026-04-27T09:53:18.626667,-82
6031,1343.0,128,0EA06D7AA587,2026-04-27T09:53:18.727940,-81
6032,1343.0,128,0EA06D7AA587,2026-04-27T09:53:18.893034,-82
6033,1343.0,128,0EA06D7AA587,2026-04-27T09:53:18.921434,-82
6034,1344.0,128,0EA06D7AA587,2026-04-27T09:53:19.757109,-82
6035,1344.0,128,0EA06D7AA587,2026-04-27T09:53:19.992541,-83
6036,1345.0,128,0EA06D7AA587,2026-04-27T09:53:20.777127,-82
6037,1345.0,128,0EA06D7AA587,2026-04-27T09:53:20.992545,-83
6038,1346.0,128,0EA06D7AA587,2026-04-27T09:53:22.034655,-84
6039,1347.0,128,0EA06D7AA587,2026-04-27T09:53:22.068377,-83
6040,1348.0,128,0EA06D7AA587,2026-04-27T09:53:23.096949,-82
6041,1348.0,128,0EA06D7AA587,2026-04-27T09:53:23.223949,-81
6042,1348.0,128,0EA06D7AA587,2026-04-27T09:53:23.312517,-83
6043,1348.0,128,0EA06D7AA587,2026-04-27T09:53:23.761178,-83
6044,1348.0,128,0EA06D7AA587,2026-04-27T09:53:23.985290,-79
6045,1349.0,128,0EA06D7AA587,2026-04-27T09:53:24.134976,-80
6046,1349.0,128,0EA06D7AA587,2026-04-27T09:53:24.168538,-80
6047,1349.0,128,0EA06D7AA587,2026-04-27T09:53:24.267890,-80
6048,1349.0,128,0EA06D7AA587,2026-04-27T09:53:24.736484,-81
6049,1349.0,128,0EA06D7AA587,2026-04-27T09:53:24.766732,-80
6050,1350.0,128,0EA06D7AA587,2026-04-27T09:53:25.213197,-81
6051,1350.0,128,0EA06D7AA587,2026-04-27T09:53:25.385105,-80
6052,1350.0,128,0EA06D7AA587,2026-04-27T09:53:25.489470,-80
6053,1350.0,128,0EA06D7AA587,2026-04-27T09:53:25.797128,-81
6054,1350.0,128,0EA06D7AA587,2026-04-27T09:53:25.887425,-80
6055,1350.0,128,0EA06D7AA587,2026-04-27T09:53:26.009573,-79
6056,1351.0,128,0EA06D7AA587,2026-04-27T09:53:26.241273,-79
6057,1351.0,128,0EA06D7AA587,2026-04-27T09:53:26.284856,-80
6058,1351.0,128,0EA06D7AA587,2026-04-27T09:53:26.613771,-81
6059,1351.0,128,0EA06D7AA587,2026-04-27T09:53:26.921201,-80
6060,1351.0,128,0EA06D7AA587,2026-04-27T09:53:27.021154,-81
6061,1352.0,128,0EA06D7AA587,2026-04-27T09:53:27.281223,-81
6062,1352.0,128,0EA06D7AA587,2026-04-27T09:53:27.468274,-82
6063,1352.0,128,0EA06D7AA587,2026-04-27T09:53:27.637358,-82
6064,1352.0,128,0EA06D7AA587,2026-04-27T09:53:27.877065,-82
6065,1352.0,128,0EA06D7AA587,2026-04-27T09:53:27.938279,-81
6066,1353.0,128,0EA06D7AA587,2026-04-27T09:53:28.361302,-82
6067,1353.0,128,0EA06D7AA587,2026-04-27T09:53:28.564792,-81
6068,1353.0,128,0EA06D7AA587,2026-04-27T09:53:28.594490,-82
6069,1353.0,128,0EA06D7AA587,2026-04-27T09:53:28.707196,-80
6070,1353.0,128,0EA06D7AA587,2026-04-27T09:53:28.924869,-80
6071,1354.0,128,0EA06D7AA587,2026-04-27T09:53:29.073867,-80
6072,1354.0,128,0EA06D7AA587,2026-04-27T09:53:29.384743,-80
6073,1355.0,128,0EA06D7AA587,2026-04-27T09:53:30.425858,-81
6074,1355.0,128,0EA06D7AA587,2026-04-27T09:53:30.455429,-81
6075,1355.0,128,0EA06D7AA587,2026-04-27T09:53:30.621711,-81
6076,1355.0,128,0EA06D7AA587,2026-04-27T09:53:31.021625,-82
6077,1356.0,128,0EA06D7AA587,2026-04-27T09:53:31.111904,-82
6078,1356.0,128,0EA06D7AA587,2026-04-27T09:53:31.224031,-81
6079,1356.0,128,0EA06D7AA587,2026-04-27T09:53:31.319326,-82
6080,1356.0,128,0EA06D7AA587,2026-04-27T09:53:31.497094,-83
6081,1356.0,128,0EA06D7AA587,2026-04-27T09:53:31.737105,-83
6082,1357.0,128,0EA06D7AA587,2026-04-27T09:53:32.073263,-83
6083,1357.0,128,0EA06D7AA587,2026-04-27T09:53:32.533178,-82
6084,1357.0,128,0EA06D7AA587,2026-04-27T09:53:32.657392,-84
